type,bank,distance,amount,min,medium,time,label
PERSON,GTB,31,268000,26720,MOBILE,2023-02-29T14:05:12Z,Clean
PERSON,FIRST BANK,25,48000,46000,MOBILE,2023-02-29T14:08:20Z,Clean
PERSON,ACCESS BANK,8,1000,77970,MOBILE,2023-02-29T14:20:05Z,Clean
PERSON,GTB,18,1176000,80210,WEB,2023-02-29T15:08:18Z,Clean
PERSON,FIRST BANK,14,72000,45410,WEB,2023-02-29T15:20:15Z,Clean
MERCHANT,OTHER_TIER1_BANKS,25,281000,45130,MOBILE,2023-02-29T15:22:18Z,Clean
PERSON,FIDELITY BANK,11,187000,4910,MOBILE,2023-02-29T16:00:01Z,Clean
PERSON,GTB,17,35000,74700,MOBILE,2023-02-29T16:03:07Z,Clean
PERSON,FIRST BANK,11,4000,14530,MOBILE,2023-02-29T16:09:15Z,Clean
PERSON,UBA,2,1147000,460,WEB,2023-02-29T16:15:14Z,Clean
PERSON,FIRST BANK,7,201000,9970,MOBILE,2023-02-29T17:00:00Z,Clean
PERSON,FIRST BANK,10,72000,920,MOBILE,2023-02-29T17:09:15Z,Clean
PERSON,ACCESS BANK,9,3000,33930,WEB,2023-02-29T17:12:11Z,Clean
PERSON,ACCESS BANK,0,19000,10060,MOBILE,2023-02-29T17:21:00Z,Clean
PERSON,FIRST BANK,9,11000,12040,MOBILE,2023-02-29T17:22:13Z,Clean
PERSON,FIRST BANK,21,1366000,890,MOBILE,2023-02-29T18:02:18Z,Clean
PERSON,ACCESS BANK,11,243000,27170,MOBILE,2023-02-29T18:03:07Z,Clean
BUSINESS,FINTECH BANKS,25,205000,28200,MOBILE,2023-02-29T18:07:02Z,Clean
PERSON,EXAMPLE BANK,5,70000,9260,MOBILE,2023-02-29T18:08:20Z,Clean
PERSON,GTB,19,214000,13380,MOBILE,2023-02-29T18:11:08Z,Clean
PERSON,ACCESS BANK,5,3000,14110,MOBILE,2023-02-29T18:13:05Z,Clean
PERSON,GTB,11,6000,27670,MOBILE,2023-02-29T18:14:04Z,Clean
PERSON,STERLING BANK,16,8000,820,MOBILE,2023-02-29T18:14:08Z,Clean
PERSON,OTHER_TIER1_BANKS,0,278000,20,MOBILE,2023-02-29T18:14:10Z,Clean
PERSON,FIRST BANK,37,69000,89450,MOBILE,2023-02-29T19:06:12Z,Clean
MERCHANT,FIRST BANK,15,274000,5810,MOBILE,2023-02-29T19:16:06Z,Clean
PERSON,ECOBANK,27,47000,960,MOBILE,2023-02-29T19:18:06Z,Clean
PERSON,GTB,10,9000,68340,MOBILE,2023-02-29T19:23:21Z,Clean
PERSON,UBA,2,9000,1040,MOBILE,2023-02-29T20:02:11Z,Clean
PERSON,ACCESS BANK,24,6000,10,MOBILE,2023-02-29T20:03:13Z,Clean
PERSON,ACCESS BANK,4,568000,29740,MOBILE,2023-02-29T20:11:05Z,Clean
PERSON,FINTECH BANKS,1,51000,55420,MOBILE,2023-02-29T20:23:19Z,Clean
PERSON,UNION BANK,5,30000,14930,WEB,2023-02-29T21:00:04Z,Clean
PERSON,EXAMPLE BANK,19,51000,25770,MOBILE,2023-02-29T21:00:21Z,Clean
PERSON,FINTECH BANKS,5,63000,47910,MOBILE,2023-02-29T21:13:19Z,Clean
PERSON,ACCESS BANK,7,270000,41030,MOBILE,2023-02-29T21:17:01Z,Clean
MERCHANT,ECOBANK,6,11000,29390,MOBILE,2023-02-29T21:21:04Z,Clean
PERSON,GTB,4,38000,79550,WEB,2023-02-29T23:02:23Z,Clean
PERSON,GTB,9,1000,11680,MOBILE,2023-02-29T23:09:17Z,Clean
PERSON,FINTECH BANKS,10,40000,14230,MOBILE,2023-02-29T23:10:18Z,Clean
PERSON,EXAMPLE BANK,12,498000,1170,MOBILE,2023-02-30T00:00:11Z,Clean
PERSON,FINTECH BANKS,397,56000,840,MOBILE,2023-02-30T00:00:18Z,Fraud
PERSON,FIRST BANK,39,68000,59790,WEB,2023-02-30T00:02:02Z,Clean
PERSON,ACCESS BANK,1,18000,11330,MOBILE,2023-02-30T00:06:22Z,Clean
PERSON,FIRST BANK,26,54000,2320,MOBILE,2023-02-30T00:09:07Z,Clean
PERSON,FIRST BANK,10,34000,9210,WEB,2023-02-30T01:06:22Z,Clean
PERSON,FIRST BANK,0,5000,71410,MOBILE,2023-02-30T01:08:01Z,Clean
PERSON,ACCESS BANK,0,206000,87260,MOBILE,2023-02-30T01:14:19Z,Clean
PERSON,FIRST BANK,357,86000,260,WEB,2023-02-30T01:16:22Z,Fraud
PERSON,GTB,16,19000,11870,MOBILE,2023-02-30T01:17:12Z,Clean
PERSON,GTB,5,5000,4510,MOBILE,2023-02-30T02:15:14Z,Clean
PERSON,FIRST BANK,6,59000,13870,MOBILE,2023-02-30T02:19:05Z,Clean
PERSON,STERLING BANK,11,6000,59460,WEB,2023-02-30T02:22:07Z,Clean
PERSON,FINTECH BANKS,6,1000,58820,WEB,2023-02-30T03:01:03Z,Clean
PERSON,ECOBANK,30,30000,10420,MOBILE,2023-02-30T03:12:04Z,Clean
PERSON,UBA,3,701000,80470,WEB,2023-02-30T04:00:01Z,Clean
PERSON,ACCESS BANK,13,278000,660,WEB,2023-02-30T04:10:21Z,Clean
PERSON,FIRST BANK,8,180000,12380,MOBILE,2023-02-30T05:05:10Z,Clean
BUSINESS,ACCESS BANK,9,76000,46290,MOBILE,2023-02-30T05:20:07Z,Clean
PERSON,GTB,15,5000,10710,MOBILE,2023-02-30T06:06:08Z,Clean
PERSON,FIDELITY BANK,29,17000,65750,MOBILE,2023-02-30T06:18:04Z,Clean
PERSON,GTB,20,18000,8800,MOBILE,2023-02-30T07:10:02Z,Clean
PERSON,FIRST BANK,25,14000,14780,MOBILE,2023-02-30T08:00:22Z,Clean
PERSON,ECOBANK,15,6000,42840,MOBILE,2023-02-30T08:03:03Z,Clean
PERSON,FIRST BANK,6,20000,14070,WEB,2023-02-30T08:03:11Z,Clean
PERSON,FINTECH BANKS,23,231000,31710,MOBILE,2023-02-30T08:04:17Z,Clean
PERSON,ACCESS BANK,8,65000,11420,MOBILE,2023-02-30T08:05:15Z,Clean
PERSON,STERLING BANK,1,275000,60,MOBILE,2023-02-30T08:10:01Z,Clean
BUSINESS,FINTECH BANKS,21,7000,740,MOBILE,2023-02-30T09:01:08Z,Clean
PERSON,FIDELITY BANK,22,11000,1030,MOBILE,2023-02-30T09:08:15Z,Clean
PERSON,FIRST BANK,1,6000,970,IN-BRANCH,2023-02-30T09:13:17Z,Clean
PERSON,ACCESS BANK,20,759000,12370,MOBILE,2023-02-30T09:22:17Z,Clean
PERSON,FIDELITY BANK,5,7000,13700,WEB,2023-02-30T10:00:05Z,Clean
MERCHANT,FINTECH BANKS,134,12000,80,MOBILE,2023-02-30T10:12:14Z,Fraud
PERSON,GTB,11,1842000,13720,MOBILE,2023-02-30T10:16:18Z,Clean
PERSON,ACCESS BANK,7,45000,42740,PHONE,2023-02-30T11:00:06Z,Clean
PERSON,ACCESS BANK,10,43000,14000,IN-BRANCH,2023-02-30T11:06:08Z,Clean
PERSON,STERLING BANK,32,69000,570,MOBILE,2023-02-30T11:19:23Z,Clean
PERSON,FIRST BANK,7,61000,49990,MOBILE,2023-02-30T11:23:15Z,Clean
PERSON,FIRST BANK,14,261000,13300,MOBILE,2023-02-30T12:05:07Z,Clean
BUSINESS,FIRST BANK,23,218000,21780,WEB,2023-02-30T12:20:16Z,Clean
PERSON,OTHER_TIER1_BANKS,6,1209000,10210,MOBILE,2023-02-30T13:11:00Z,Clean
MERCHANT,FIDELITY BANK,5,205000,10980,MOBILE,2023-02-30T13:13:00Z,Clean
PERSON,FINTECH BANKS,1,2000,5460,WEB,2023-02-30T13:15:05Z,Clean
PERSON,STERLING BANK,13,239000,420,MOBILE,2023-02-30T14:05:12Z,Clean
PERSON,GTB,8,4000,35470,MOBILE,2023-02-30T14:09:14Z,Clean
PERSON,FIRST BANK,46,46000,6900,MOBILE,2023-02-30T14:10:15Z,Clean
MERCHANT,OTHER_TIER1_BANKS,82,15000,50,MOBILE,2023-02-30T14:11:11Z,Fraud
PERSON,UBA,10,50000,38510,MOBILE,2023-02-30T14:18:18Z,Clean
PERSON,FIDELITY BANK,12,9000,44260,MOBILE,2023-02-30T15:01:08Z,Clean
PERSON,EXAMPLE BANK,9,11000,13400,MOBILE,2023-02-30T15:08:19Z,Clean
PERSON,FINTECH BANKS,8,82000,410,MOBILE,2023-02-30T15:14:06Z,Clean
PERSON,OTHER_TIER1_BANKS,8,285000,49940,MOBILE,2023-02-30T15:14:12Z,Clean
PERSON,FIRST BANK,9,31000,74780,MOBILE,2023-02-30T15:23:02Z,Clean
PERSON,EXAMPLE BANK,15,43000,44310,MOBILE,2023-02-30T16:02:18Z,Clean
PERSON,ACCESS BANK,8,85000,7980,MOBILE,2023-02-30T16:03:04Z,Clean
PERSON,UBA,18,66000,14790,MOBILE,2023-02-30T16:05:23Z,Clean
MERCHANT,ACCESS BANK,10,14000,12360,WEB,2023-02-30T16:09:20Z,Clean
PERSON,FINTECH BANKS,20,63000,8320,MOBILE,2023-02-30T17:04:15Z,Clean
PERSON,FIRST BANK,11,200000,7300,WEB,2023-02-30T17:09:20Z,Clean
PERSON,UBA,18,3000,14410,WEB,2023-02-30T17:10:19Z,Clean
PERSON,FIRST BANK,0,10000,670,MOBILE,2023-02-30T17:22:04Z,Clean
PERSON,OTHER_TIER1_BANKS,7,19000,11140,MOBILE,2023-02-30T18:01:11Z,Clean
MERCHANT,FINTECH BANKS,4,17000,43040,MOBILE,2023-02-30T18:07:12Z,Clean
PERSON,UBA,34,177000,12770,MOBILE,2023-02-30T18:10:02Z,Clean
PERSON,GTB,22,5000,9310,MOBILE,2023-02-30T18:12:23Z,Clean
PERSON,UBA,18,19000,26440,MOBILE,2023-02-30T18:14:01Z,Clean
PERSON,ACCESS BANK,46,41000,14280,WEB,2023-02-30T18:17:09Z,Clean
MERCHANT,FIRST BANK,1,207000,12360,MOBILE,2023-02-30T18:18:09Z,Clean
PERSON,STERLING BANK,7,47000,8440,WEB,2023-02-30T19:08:11Z,Clean
PERSON,GTB,11,9000,49530,MOBILE,2023-02-30T19:17:05Z,Clean
PERSON,FIRST BANK,21,128000,7980,WEB,2023-02-30T20:08:05Z,Clean
PERSON,FINTECH BANKS,38,65000,70,MOBILE,2023-02-30T20:16:00Z,Fraud
PERSON,ACCESS BANK,5,17000,74110,MOBILE,2023-02-30T20:19:17Z,Clean
PERSON,FIRST BANK,6,63000,13250,MOBILE,2023-02-30T21:10:06Z,Clean
PERSON,FINTECH BANKS,4,1600000,30930,MOBILE,2023-02-30T21:10:14Z,Clean
PERSON,FIRST BANK,511,17000,280,MOBILE,2023-02-30T21:12:08Z,Fraud
PERSON,STERLING BANK,25,75000,65540,WEB,2023-02-30T21:13:10Z,Clean
MERCHANT,ECOBANK,2,56000,58590,WEB,2023-02-30T21:15:07Z,Clean
MERCHANT,FIRST BANK,3,13000,52080,MOBILE,2023-02-30T21:18:23Z,Clean
PERSON,FINTECH BANKS,16,15000,14570,MOBILE,2023-02-30T21:19:18Z,Clean
PERSON,FIRST BANK,4,1385000,26190,WEB,2023-02-30T21:20:20Z,Clean
PERSON,FINTECH BANKS,18,3000,4120,MOBILE,2023-02-30T21:23:22Z,Clean
PERSON,FIRST BANK,1,238000,12450,MOBILE,2023-02-30T22:05:17Z,Clean
PERSON,FINTECH BANKS,12,566000,53530,MOBILE,2023-02-30T22:09:04Z,Clean
PERSON,UBA,8,75000,2,MOBILE,2023-02-30T22:10:03Z,Clean
PERSON,EXAMPLE BANK,7,55000,36770,MOBILE,2023-02-30T23:14:12Z,Clean
PERSON,FINTECH BANKS,5,6000,1110,WEB,2023-02-30T23:14:18Z,Clean
PERSON,ACCESS BANK,22,19000,53780,IN-BRANCH,2023-02-30T23:18:00Z,Clean
PERSON,ACCESS BANK,30,51000,11820,MOBILE,2023-02-30T23:19:02Z,Clean
MERCHANT,OTHER_TIER1_BANKS,19,195000,76870,MOBILE,2023-02-30T23:20:12Z,Clean
PERSON,EXAMPLE BANK,0,16000,75390,MOBILE,2023-03-01T00:12:08Z,Clean
PERSON,ECOBANK,28,293000,13570,WEB,2023-03-01T00:16:13Z,Clean
PERSON,ACCESS BANK,2,277000,5190,MOBILE,2023-03-01T00:17:13Z,Clean
PERSON,ECOBANK,0,94000,38580,MOBILE,2023-03-01T01:04:11Z,Clean
MERCHANT,OTHER_TIER1_BANKS,153,141000,4,MOBILE,2023-03-01T01:04:18Z,Fraud
MERCHANT,STERLING BANK,92,12000,30,WEB,2023-03-01T01:07:22Z,Fraud
PERSON,FIRST BANK,7,5000,14310,MOBILE,2023-03-01T02:01:05Z,Clean
PERSON,FIRST BANK,10,16000,14270,MOBILE,2023-03-01T02:14:19Z,Clean
MERCHANT,FINTECH BANKS,10,4000,10040,IN-BRANCH,2023-03-01T02:17:00Z,Clean
PERSON,UBA,15,43000,12380,MOBILE,2023-03-01T02:17:23Z,Clean
PERSON,FIRST BANK,25,172000,14380,WEB,2023-03-01T02:23:22Z,Clean
PERSON,ACCESS BANK,13,8000,66900,MOBILE,2023-03-01T03:13:03Z,Clean
PERSON,FIDELITY BANK,13,8000,75850,WEB,2023-03-01T03:15:08Z,Clean
PERSON,GTB,9,209000,30450,MOBILE,2023-03-01T04:00:17Z,Clean
MERCHANT,FINTECH BANKS,432,79000,4,MOBILE,2023-03-01T04:01:10Z,Clean
PERSON,FIRST BANK,53,51000,10760,MOBILE,2023-03-01T04:04:17Z,Clean
PERSON,ACCESS BANK,7,14000,72310,MOBILE,2023-03-01T04:07:23Z,Clean
PERSON,FINTECH BANKS,6,7000,370,MOBILE,2023-03-01T04:10:22Z,Clean
PERSON,ACCESS BANK,3,11000,11090,MOBILE,2023-03-01T04:11:10Z,Clean
BUSINESS,UBA,2,205000,360,MOBILE,2023-03-01T04:16:05Z,Clean
PERSON,FIRST BANK,6,10000,750,MOBILE,2023-03-01T05:09:07Z,Clean
PERSON,GTB,34,233000,22450,WEB,2023-03-01T05:11:18Z,Clean
BUSINESS,FINTECH BANKS,12,63000,9530,WEB,2023-03-01T06:00:03Z,Clean
PERSON,FIRST BANK,14,46000,87590,WEB,2023-03-01T06:03:21Z,Clean
PERSON,ECOBANK,1,16000,10500,WEB,2023-03-01T06:10:18Z,Clean
PERSON,GTB,1,16000,11900,MOBILE,2023-03-01T06:11:11Z,Clean
PERSON,GTB,3,1000,57000,MOBILE,2023-03-01T06:20:18Z,Clean
PERSON,ACCESS BANK,13,207000,6690,MOBILE,2023-03-01T07:00:03Z,Clean
PERSON,FINTECH BANKS,2,20000,14840,MOBILE,2023-03-01T07:05:11Z,Clean
PERSON,FINTECH BANKS,17,256000,14290,MOBILE,2023-03-01T07:16:18Z,Clean
PERSON,ACCESS BANK,14,941000,52650,MOBILE,2023-03-01T07:16:22Z,Clean
PERSON,EXAMPLE BANK,12,43000,33740,MOBILE,2023-03-01T07:21:14Z,Clean
PERSON,ACCESS BANK,11,7000,12170,MOBILE,2023-03-01T08:00:07Z,Clean
MERCHANT,FIRST BANK,17,61000,11210,MOBILE,2023-03-01T09:02:03Z,Clean
MERCHANT,FINTECH BANKS,400,65000,890,MOBILE,2023-03-01T09:16:23Z,Clean
PERSON,FIRST BANK,25,59000,390,MOBILE,2023-03-01T09:18:17Z,Clean
PERSON,FIRST BANK,31,14000,86330,MOBILE,2023-03-01T10:03:19Z,Clean
PERSON,UNION BANK,1,974000,48750,MOBILE,2023-03-01T10:18:11Z,Clean
MERCHANT,FINTECH BANKS,8,33000,26540,MOBILE,2023-03-01T10:19:21Z,Clean
BUSINESS,FIRST BANK,6,345000,56020,MOBILE,2023-03-01T10:20:20Z,Clean
PERSON,GTB,34,133000,80430,MOBILE,2023-03-01T10:20:21Z,Clean
PERSON,EXAMPLE BANK,6,32000,78550,MOBILE,2023-03-01T10:22:12Z,Clean
PERSON,FIRST BANK,2,7000,86530,MOBILE,2023-03-01T10:23:06Z,Clean
PERSON,GTB,8,37000,53810,MOBILE,2023-03-01T11:03:13Z,Clean
PERSON,ACCESS BANK,20,78000,810,MOBILE,2023-03-01T11:04:00Z,Clean
PERSON,FIRST BANK,13,150000,14450,MOBILE,2023-03-01T11:05:09Z,Clean
PERSON,FIDELITY BANK,5,223000,2730,MOBILE,2023-03-01T11:09:05Z,Clean
PERSON,FIDELITY BANK,24,84000,370,WEB,2023-03-01T11:09:19Z,Clean
PERSON,FIRST BANK,16,229000,7820,MOBILE,2023-03-01T11:15:11Z,Clean
PERSON,FIRST BANK,41,20000,33050,WEB,2023-03-01T12:01:19Z,Clean
PERSON,FINTECH BANKS,19,80000,930,WEB,2023-03-01T12:04:15Z,Clean
PERSON,STERLING BANK,11,119000,7,MOBILE,2023-03-01T12:18:22Z,Clean
BUSINESS,FIRST BANK,13,20000,23270,MOBILE,2023-03-01T13:16:14Z,Clean
PERSON,ACCESS BANK,8,62000,42890,MOBILE,2023-03-01T13:20:14Z,Clean
PERSON,OTHER_TIER1_BANKS,8,522000,85810,MOBILE,2023-03-01T13:22:03Z,Clean
PERSON,FIRST BANK,11,20000,6640,WEB,2023-03-01T13:22:14Z,Clean
PERSON,OTHER_TIER1_BANKS,1,193000,12440,WEB,2023-03-01T14:01:14Z,Clean
PERSON,FINTECH BANKS,13,39000,51200,MOBILE,2023-03-01T14:05:05Z,Clean
PERSON,UNION BANK,9,50000,8780,MOBILE,2023-03-01T14:06:13Z,Clean
PERSON,UBA,0,885000,30520,WEB,2023-03-01T14:10:22Z,Clean
PERSON,GTB,0,41000,13860,MOBILE,2023-03-01T15:05:09Z,Clean
MERCHANT,FINTECH BANKS,10,54000,28990,WEB,2023-03-01T15:06:20Z,Clean
PERSON,ACCESS BANK,7,13000,61730,MOBILE,2023-03-01T15:08:17Z,Clean
PERSON,FIDELITY BANK,24,55000,960,MOBILE,2023-03-01T15:10:18Z,Clean
PERSON,FINTECH BANKS,30,52000,12810,MOBILE,2023-03-01T15:13:23Z,Clean
PERSON,OTHER_TIER1_BANKS,6,20000,13600,MOBILE,2023-03-01T15:15:18Z,Clean
PERSON,FINTECH BANKS,7,107000,60100,MOBILE,2023-03-01T15:16:12Z,Clean
PERSON,ACCESS BANK,0,155000,370,WEB,2023-03-01T15:17:07Z,Clean
PERSON,ACCESS BANK,11,124000,75210,MOBILE,2023-03-01T15:17:07Z,Clean
PERSON,FINTECH BANKS,3,300000,68940,MOBILE,2023-03-01T16:21:09Z,Clean
PERSON,FIRST BANK,30,250000,8410,MOBILE,2023-03-01T16:23:09Z,Clean
PERSON,STERLING BANK,52,68000,64390,MOBILE,2023-03-01T17:07:03Z,Clean
MERCHANT,UBA,18,120000,10010,MOBILE,2023-03-01T17:12:02Z,Clean
MERCHANT,ACCESS BANK,10,49000,13030,MOBILE,2023-03-01T17:15:11Z,Clean
PERSON,GTB,7,76000,6310,MOBILE,2023-03-01T17:22:07Z,Clean
PERSON,FIRST BANK,2,1074000,11860,MOBILE,2023-03-01T18:00:00Z,Clean
PERSON,FINTECH BANKS,4,61000,49560,MOBILE,2023-03-01T18:01:13Z,Clean
PERSON,FINTECH BANKS,3,209000,70620,MOBILE,2023-03-01T18:02:13Z,Clean
MERCHANT,ECOBANK,7,236000,660,MOBILE,2023-03-01T18:06:02Z,Fraud
PERSON,OTHER_TIER1_BANKS,0,262000,14220,WEB,2023-03-01T18:08:08Z,Clean
PERSON,FIRST BANK,12,3000,14950,WEB,2023-03-01T18:19:08Z,Clean
MERCHANT,GTB,10,6000,47950,MOBILE,2023-03-01T19:00:18Z,Clean
PERSON,FINTECH BANKS,10,289000,72630,MOBILE,2023-03-01T19:05:17Z,Clean
PERSON,FINTECH BANKS,3,270000,83860,MOBILE,2023-03-01T19:07:20Z,Clean
PERSON,FIRST BANK,6,200000,65460,MOBILE,2023-03-01T19:08:06Z,Clean
PERSON,UBA,2,286000,49030,MOBILE,2023-03-01T19:09:02Z,Clean
PERSON,ACCESS BANK,7,64000,2680,MOBILE,2023-03-01T19:12:03Z,Clean
PERSON,GTB,7,3000,52040,MOBILE,2023-03-01T19:14:23Z,Clean
PERSON,ACCESS BANK,19,80000,10470,MOBILE,2023-03-01T19:17:03Z,Clean
PERSON,UBA,4,11000,27570,MOBILE,2023-03-01T19:19:00Z,Clean
PERSON,FINTECH BANKS,2,1000,45520,MOBILE,2023-03-01T19:19:22Z,Clean
MERCHANT,UBA,22,219000,20560,MOBILE,2023-03-01T20:04:12Z,Clean
PERSON,GTB,43,239000,8460,MOBILE,2023-03-01T20:10:03Z,Clean
PERSON,FIRST BANK,15,16000,1200,MOBILE,2023-03-01T20:17:15Z,Clean
BUSINESS,FIRST BANK,9,10000,44430,MOBILE,2023-03-01T20:18:21Z,Clean
PERSON,FIDELITY BANK,3,1644000,60290,IN-BRANCH,2023-03-01T20:21:08Z,Clean
PERSON,GTB,23,61000,640,MOBILE,2023-03-01T20:23:01Z,Clean
PERSON,EXAMPLE BANK,10,14000,11260,MOBILE,2023-03-01T21:08:02Z,Clean
PERSON,FIRST BANK,6,10000,55210,MOBILE,2023-03-01T21:11:01Z,Clean
PERSON,FIRST BANK,10,3000,14600,WEB,2023-03-01T21:21:00Z,Clean
PERSON,FIRST BANK,20,40000,14810,WEB,2023-03-01T22:09:21Z,Clean
PERSON,ACCESS BANK,43,49000,29210,MOBILE,2023-03-01T22:12:13Z,Clean
PERSON,FINTECH BANKS,32,2000,8750,MOBILE,2023-03-01T22:16:05Z,Clean
PERSON,FIRST BANK,5,12000,29440,MOBILE,2023-03-01T23:02:21Z,Clean
PERSON,ACCESS BANK,24,167000,79090,WEB,2023-03-01T23:04:10Z,Clean
PERSON,FIRST BANK,14,38000,22380,MOBILE,2023-03-01T23:06:19Z,Clean
PERSON,ECOBANK,32,1174000,41700,MOBILE,2023-03-01T23:18:07Z,Clean
PERSON,GTB,11,78000,10460,MOBILE,2023-03-02T00:00:10Z,Clean
PERSON,UBA,9,5000,3900,MOBILE,2023-03-02T00:03:19Z,Clean
PERSON,FIRST BANK,4,275000,13170,MOBILE,2023-03-02T00:03:20Z,Clean
MERCHANT,FIDELITY BANK,11,41000,10430,MOBILE,2023-03-02T00:03:22Z,Clean
PERSON,FIRST BANK,16,19000,45000,MOBILE,2023-03-02T00:06:23Z,Clean
PERSON,EXAMPLE BANK,8,861000,1550,MOBILE,2023-03-02T00:07:18Z,Clean
BUSINESS,OTHER_TIER1_BANKS,5,6000,12760,MOBILE,2023-03-02T00:13:09Z,Clean
PERSON,ACCESS BANK,0,65000,70950,WEB,2023-03-02T01:08:23Z,Clean
BUSINESS,FIRST BANK,3,19000,14480,MOBILE,2023-03-02T01:10:20Z,Clean
PERSON,ACCESS BANK,9,30000,21080,MOBILE,2023-03-02T01:11:09Z,Clean
PERSON,FIRST BANK,15,214000,61000,MOBILE,2023-03-02T01:12:15Z,Clean
PERSON,FIDELITY BANK,22,636000,13800,MOBILE,2023-03-02T01:17:08Z,Clean
PERSON,GTB,7,14000,30080,MOBILE,2023-03-02T01:17:11Z,Clean
PERSON,GTB,27,7000,910,MOBILE,2023-03-02T01:22:15Z,Clean
PERSON,GTB,2,226000,500,MOBILE,2023-03-02T01:23:01Z,Clean
PERSON,FIRST BANK,12,245000,12020,MOBILE,2023-03-02T02:07:07Z,Clean
PERSON,FINTECH BANKS,46,154000,400,MOBILE,2023-03-02T02:08:07Z,Clean
PERSON,ACCESS BANK,19,264000,72300,MOBILE,2023-03-02T02:13:09Z,Clean
PERSON,FIRST BANK,28,195000,9230,WEB,2023-03-02T02:13:13Z,Clean
PERSON,FIDELITY BANK,10,14000,430,WEB,2023-03-02T02:13:20Z,Clean
PERSON,ACCESS BANK,28,72000,10500,MOBILE,2023-03-02T02:14:06Z,Clean
PERSON,UNION BANK,11,8000,4900,MOBILE,2023-03-02T02:16:15Z,Clean
PERSON,EXAMPLE BANK,11,122000,8190,MOBILE,2023-03-02T02:17:02Z,Clean
PERSON,GTB,0,75000,1650,MOBILE,2023-03-02T03:07:01Z,Clean
PERSON,ACCESS BANK,1,218000,13640,MOBILE,2023-03-02T03:14:06Z,Clean
PERSON,FIDELITY BANK,15,200000,14960,MOBILE,2023-03-02T03:16:09Z,Clean
PERSON,OTHER_TIER1_BANKS,11,16000,14820,MOBILE,2023-03-02T03:19:11Z,Clean
PERSON,FIRST BANK,5,91000,13400,MOBILE,2023-03-02T04:03:21Z,Clean
MERCHANT,ECOBANK,12,4000,90,MOBILE,2023-03-02T04:08:18Z,Clean
PERSON,FIRST BANK,13,227000,81170,MOBILE,2023-03-02T04:09:04Z,Clean
PERSON,FINTECH BANKS,36,71000,540,MOBILE,2023-03-02T04:13:01Z,Clean
PERSON,FINTECH BANKS,19,254000,64720,MOBILE,2023-03-02T04:20:08Z,Clean
PERSON,FIRST BANK,1,2000,1690,WEB,2023-03-02T05:06:17Z,Clean
PERSON,GTB,13,43000,14570,MOBILE,2023-03-02T05:12:12Z,Clean
MERCHANT,EXAMPLE BANK,14,125000,64140,MOBILE,2023-03-02T05:13:01Z,Clean
PERSON,FINTECH BANKS,5,16000,2440,MOBILE,2023-03-02T05:13:05Z,Clean
PERSON,FIRST BANK,10,16000,41790,MOBILE,2023-03-02T05:16:13Z,Clean
PERSON,FIRST BANK,14,230000,62340,WEB,2023-03-02T05:21:20Z,Clean
PERSON,ACCESS BANK,6,98000,7260,MOBILE,2023-03-02T06:01:05Z,Clean
PERSON,OTHER_TIER1_BANKS,0,798000,65500,WEB,2023-03-02T06:01:17Z,Clean
PERSON,STERLING BANK,23,8000,74030,MOBILE,2023-03-02T06:02:13Z,Clean
PERSON,GTB,11,6000,62580,MOBILE,2023-03-02T06:02:14Z,Clean
PERSON,OTHER_TIER1_BANKS,6,289000,28460,MOBILE,2023-03-02T06:04:04Z,Clean
PERSON,UBA,4,52000,38930,MOBILE,2023-03-02T06:05:16Z,Clean
PERSON,ACCESS BANK,8,17000,25040,MOBILE,2023-03-02T06:06:09Z,Clean
PERSON,FINTECH BANKS,30,15000,88740,MOBILE,2023-03-02T06:10:11Z,Clean
PERSON,STERLING BANK,2,57000,70,MOBILE,2023-03-02T06:15:21Z,Clean
PERSON,FIDELITY BANK,25,74000,31190,MOBILE,2023-03-02T06:16:07Z,Clean
PERSON,FINTECH BANKS,7,16000,980,MOBILE,2023-03-02T07:05:22Z,Clean
PERSON,GTB,18,59000,10930,MOBILE,2023-03-02T07:10:16Z,Clean
PERSON,FINTECH BANKS,6,89000,2780,MOBILE,2023-03-02T07:13:06Z,Clean
PERSON,FINTECH BANKS,8,219000,48150,MOBILE,2023-03-02T07:18:22Z,Clean
PERSON,FINTECH BANKS,10,127000,82340,MOBILE,2023-03-02T08:08:03Z,Clean
PERSON,STERLING BANK,32,1631000,89430,MOBILE,2023-03-02T09:13:07Z,Clean
PERSON,FINTECH BANKS,30,88000,45670,MOBILE,2023-03-02T10:10:18Z,Clean
PERSON,FIRST BANK,12,43000,70,MOBILE,2023-03-02T10:18:02Z,Clean
PERSON,UBA,8,15000,9570,MOBILE,2023-03-02T10:20:08Z,Clean
PERSON,FIRST BANK,26,13000,240,MOBILE,2023-03-02T10:20:20Z,Fraud
PERSON,ACCESS BANK,4,3000,8210,WEB,2023-03-02T11:01:05Z,Clean
PERSON,GTB,20,75000,2,WEB,2023-03-02T11:12:01Z,Clean
PERSON,FINTECH BANKS,19,255000,12340,MOBILE,2023-03-02T11:12:18Z,Clean
PERSON,FINTECH BANKS,32,5000,1090,MOBILE,2023-03-02T11:16:06Z,Clean
MERCHANT,FIRST BANK,4,207000,570,MOBILE,2023-03-02T11:18:07Z,Fraud
PERSON,STERLING BANK,29,58000,79430,MOBILE,2023-03-02T11:22:19Z,Clean
